1265310.CCBD010000081_gene5083,kdpA,Potassium-transporting&nbsp;ATPase&nbsp;potassium-binding&nbsp;subunit,98.9
1265310.CCBD010000089_gene4463,CCBD010000089_gene4463,annotation&nbsp;not&nbsp;available,72.3
1265310.CCBD010000044_gene657,murI,Glutamate&nbsp;racemase,72.3
1265310.CCBD010000019_gene3993,ddl,D-alanine--D-alanine&nbsp;ligase,72.3
1265310.CCBD010000034_gene2083,CCBD010000034_gene2083,annotation&nbsp;not&nbsp;available,72.3
1265310.CCBD010000014_gene3886,nuoD,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;D,72.2
1265310.CCBD010000008_gene2855,CCBD010000008_gene2855,annotation&nbsp;not&nbsp;available,72.2
1265310.CCBD010000057_gene1260,CCBD010000057_gene1260,annotation&nbsp;not&nbsp;available,72.2
1265310.CCBD010000016_gene3941,CCBD010000016_gene3941,annotation&nbsp;not&nbsp;available,72.2
1265310.CCBD010000039_gene2299,CCBD010000039_gene2299,annotation&nbsp;not&nbsp;available,72.2
1265310.CCBD010000015_gene3464,CCBD010000015_gene3464,annotation&nbsp;not&nbsp;available,72.1
1265310.CCBD010000007_gene3043,CCBD010000007_gene3043,annotation&nbsp;not&nbsp;available,72.1
1265310.CCBD010000007_gene3194,CCBD010000007_gene3194,annotation&nbsp;not&nbsp;available,72.1
1265310.CCBD010000093_gene4735,CCBD010000093_gene4735,annotation&nbsp;not&nbsp;available,72.1
1265310.CCBD010000048_gene361,CCBD010000048_gene361,annotation&nbsp;not&nbsp;available,72.1
1265310.CCBD010000071_gene4,CCBD010000071_gene4,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000070_gene96,CCBD010000070_gene96,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000079_gene5223,CCBD010000079_gene5223,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000070_gene175,CCBD010000070_gene175,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000069_gene408,CCBD010000069_gene408,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000095_gene4328,CCBD010000095_gene4328,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000059_gene1292,CCBD010000059_gene1292,annotation&nbsp;not&nbsp;available,72.0
1265310.CCBD010000009_gene2886,guaA,GMP&nbsp;synthase&nbsp;[glutamine-hydrolyzing],72.0
1265310.CCBD010000051_gene2123,CCBD010000051_gene2123,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000015_gene3582,CCBD010000015_gene3582,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000075_gene5569,CCBD010000075_gene5569,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000015_gene3493,CCBD010000015_gene3493,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000034_gene2077,trpC,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000065_gene945,cmk,annotation&nbsp;not&nbsp;available,71.9
1265310.CCBD010000034_gene2098,CCBD010000034_gene2098,annotation&nbsp;not&nbsp;available,71.8
1265310.CCBD010000047_gene2566,CCBD010000047_gene2566,annotation&nbsp;not&nbsp;available,71.8
1265310.CCBD010000085_gene4396,CCBD010000085_gene4396,annotation&nbsp;not&nbsp;available,71.8
1265310.CCBD010000082_gene4983,sucD,Succinate--CoA&nbsp;ligase&nbsp;[ADP-forming]&nbsp;subunit&nbsp;alpha,71.8
1265310.CCBD010000081_gene5096,CCBD010000081_gene5096,Diaminopimelate&nbsp;decarboxylase,71.8
1265310.CCBD010000064_gene990,CCBD010000064_gene990,annotation&nbsp;not&nbsp;available,71.8
1265310.CCBD010000030_gene1609,CCBD010000030_gene1609,annotation&nbsp;not&nbsp;available,71.7
1265310.CCBD010000063_gene1175,CCBD010000063_gene1175,annotation&nbsp;not&nbsp;available,71.7
1265310.CCBD010000064_gene1051,CCBD010000064_gene1051,annotation&nbsp;not&nbsp;available,71.7
1265310.CCBD010000008_gene2742,CCBD010000008_gene2742,annotation&nbsp;not&nbsp;available,71.7
1265310.CCBD010000045_gene882,rpmA,annotation&nbsp;not&nbsp;available,71.7
1265310.CCBD010000015_gene3742,CCBD010000015_gene3742,annotation&nbsp;not&nbsp;available,71.6
1265310.CCBD010000007_gene3111,CCBD010000007_gene3111,annotation&nbsp;not&nbsp;available,71.6
1265310.CCBD010000007_gene3040,CCBD010000007_gene3040,Putative&nbsp;glutamate--cysteine&nbsp;ligase&nbsp;2,71.6
1265310.CCBD010000086_gene4640,CCBD010000086_gene4640,annotation&nbsp;not&nbsp;available,71.6
1265310.CCBD010000014_gene3812,CCBD010000014_gene3812,annotation&nbsp;not&nbsp;available,71.6
1265310.CCBD010000015_gene3736,CCBD010000015_gene3736,"Alpha-1,4&nbsp;glucan&nbsp;phosphorylase",71.5
1265310.CCBD010000015_gene3698,CCBD010000015_gene3698,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000007_gene3242,CCBD010000007_gene3242,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000031_gene1671,tal,Transaldolase,71.5
1265310.CCBD010000054_gene1472,CCBD010000054_gene1472,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000077_gene5362,CCBD010000077_gene5362,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000069_gene498,CCBD010000069_gene498,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000058_gene1367,CCBD010000058_gene1367,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000054_gene1508,CCBD010000054_gene1508,annotation&nbsp;not&nbsp;available,71.5
1265310.CCBD010000007_gene3125,CCBD010000007_gene3125,annotation&nbsp;not&nbsp;available,71.4
1265310.CCBD010000064_gene1135,CCBD010000064_gene1135,annotation&nbsp;not&nbsp;available,71.4
1265310.CCBD010000020_gene4259,pnp,Polyribonucleotide&nbsp;nucleotidyltransferase,71.4
1265310.CCBD010000070_gene74,CCBD010000070_gene74,annotation&nbsp;not&nbsp;available,71.4
1265310.CCBD010000038_gene2347,CCBD010000038_gene2347,annotation&nbsp;not&nbsp;available,71.4
1265310.CCBD010000030_gene1614,pyrC,Dihydroorotase,71.4
1265310.CCBD010000050_gene2037,CCBD010000050_gene2037,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000096_gene4363,CCBD010000096_gene4363,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000065_gene920,CCBD010000065_gene920,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000075_gene5518,CCBD010000075_gene5518,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000047_gene2541,CCBD010000047_gene2541,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000031_gene1693,CCBD010000031_gene1693,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000069_gene460,CCBD010000069_gene460,annotation&nbsp;not&nbsp;available,71.3
1265310.CCBD010000066_gene390,CCBD010000066_gene390,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000019_gene4093,CCBD010000019_gene4093,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000007_gene3027,CCBD010000007_gene3027,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000029_gene1555,CCBD010000029_gene1555,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000064_gene1001,CCBD010000064_gene1001,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000079_gene5248,CCBD010000079_gene5248,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000007_gene3192,CCBD010000007_gene3192,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000088_gene4485,CCBD010000088_gene4485,annotation&nbsp;not&nbsp;available,71.2
1265310.CCBD010000002_gene4867,CCBD010000002_gene4867,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000050_gene1908,CCBD010000050_gene1908,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000092_gene4753,CCBD010000092_gene4753,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000086_gene4667,CCBD010000086_gene4667,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000055_gene1418,CCBD010000055_gene1418,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000047_gene2481,CCBD010000047_gene2481,annotation&nbsp;not&nbsp;available,71.1
1265310.CCBD010000044_gene616,argS,annotation&nbsp;not&nbsp;available,71.0
1265310.CCBD010000054_gene1451,CCBD010000054_gene1451,annotation&nbsp;not&nbsp;available,71.0
1265310.CCBD010000081_gene5087,CCBD010000081_gene5087,annotation&nbsp;not&nbsp;available,71.0
1265310.CCBD010000014_gene3781,aroA,3-phosphoshikimate&nbsp;1-carboxyvinyltransferase,71.0
1265310.CCBD010000007_gene3120,proC,Pyrroline-5-carboxylate&nbsp;reductase,71.0
1265310.CCBD010000070_gene69,CCBD010000070_gene69,annotation&nbsp;not&nbsp;available,71.0
1265310.CCBD010000014_gene3810,CCBD010000014_gene3810,annotation&nbsp;not&nbsp;available,70.9
1265310.CCBD010000079_gene5241,CCBD010000079_gene5241,annotation&nbsp;not&nbsp;available,70.9
1265310.CCBD010000030_gene1582,aroC,Chorismate&nbsp;synthase,70.9
1265310.CCBD010000007_gene3029,thiC,Phosphomethylpyrimidine&nbsp;synthase,70.9
1265310.CCBD010000061_gene1158,CCBD010000061_gene1158,annotation&nbsp;not&nbsp;available,70.9
1265310.CCBD010000077_gene5272,CCBD010000077_gene5272,annotation&nbsp;not&nbsp;available,70.9
1265310.CCBD010000069_gene423,CCBD010000069_gene423,annotation&nbsp;not&nbsp;available,70.8
1265310.CCBD010000030_gene1623,metK,S-adenosylmethionine&nbsp;synthase,70.8
1265310.CCBD010000021_gene4191,CCBD010000021_gene4191,annotation&nbsp;not&nbsp;available,70.8
1265310.CCBD010000047_gene2527,CCBD010000047_gene2527,annotation&nbsp;not&nbsp;available,70.8
1265310.CCBD010000046_gene2461,CCBD010000046_gene2461,annotation&nbsp;not&nbsp;available,70.8
1265310.CCBD010000010_gene3406,CCBD010000010_gene3406,annotation&nbsp;not&nbsp;available,70.7
1265310.CCBD010000050_gene1932,CCBD010000050_gene1932,annotation&nbsp;not&nbsp;available,70.7
1265310.CCBD010000002_gene4879,CCBD010000002_gene4879,annotation&nbsp;not&nbsp;available,70.7
1265310.CCBD010000033_gene1796,CCBD010000033_gene1796,annotation&nbsp;not&nbsp;available,70.7
1265310.CCBD010000044_gene621,CCBD010000044_gene621,annotation&nbsp;not&nbsp;available,70.6
1265310.CCBD010000077_gene5279,CCBD010000077_gene5279,annotation&nbsp;not&nbsp;available,70.6
1265310.CCBD010000015_gene3563,CCBD010000015_gene3563,annotation&nbsp;not&nbsp;available,70.6
1265310.CCBD010000008_gene2753,rplV,50S&nbsp;ribosomal&nbsp;protein&nbsp;L22,70.6
1265310.CCBD010000031_gene1752,CCBD010000031_gene1752,DNA&nbsp;polymerase&nbsp;IV,70.5
1265310.CCBD010000027_gene1534,CCBD010000027_gene1534,annotation&nbsp;not&nbsp;available,70.5
1265310.CCBD010000031_gene1677,CCBD010000031_gene1677,annotation&nbsp;not&nbsp;available,70.5
1265310.CCBD010000030_gene1640,CCBD010000030_gene1640,annotation&nbsp;not&nbsp;available,70.4
1265310.CCBD010000044_gene788,CCBD010000044_gene788,annotation&nbsp;not&nbsp;available,70.4
1265310.CCBD010000024_gene1838,CCBD010000024_gene1838,annotation&nbsp;not&nbsp;available,70.4
1265310.CCBD010000077_gene5370,egtB,Hercynine&nbsp;oxygenase,70.4
1265310.CCBD010000007_gene3028,CCBD010000007_gene3028,annotation&nbsp;not&nbsp;available,70.4
1265310.CCBD010000040_gene2233,CCBD010000040_gene2233,annotation&nbsp;not&nbsp;available,70.4
1265310.CCBD010000088_gene4513,purC,annotation&nbsp;not&nbsp;available,70.3
1265310.CCBD010000047_gene2539,CCBD010000047_gene2539,annotation&nbsp;not&nbsp;available,70.2
1265310.CCBD010000015_gene3452,CCBD010000015_gene3452,annotation&nbsp;not&nbsp;available,70.2
1265310.CCBD010000034_gene2073,CCBD010000034_gene2073,annotation&nbsp;not&nbsp;available,70.2
1265310.CCBD010000047_gene2526,CCBD010000047_gene2526,annotation&nbsp;not&nbsp;available,70.1
1265310.CCBD010000086_gene4675,CCBD010000086_gene4675,annotation&nbsp;not&nbsp;available,70.1
1265310.CCBD010000082_gene4957,CCBD010000082_gene4957,annotation&nbsp;not&nbsp;available,70.1
1265310.CCBD010000066_gene397,argJ,Arginine&nbsp;biosynthesis&nbsp;bifunctional&nbsp;protein&nbsp;ArgJ,70.1
1265310.CCBD010000024_gene1825,CCBD010000024_gene1825,annotation&nbsp;not&nbsp;available,70.1
1265310.CCBD010000075_gene5602,pat,Putative&nbsp;phenylalanine&nbsp;aminotransferase,70.1
1265310.CCBD010000007_gene2987,CCBD010000007_gene2987,annotation&nbsp;not&nbsp;available,70.1
1265310.CCBD010000075_gene5564,CCBD010000075_gene5564,annotation&nbsp;not&nbsp;available,70.0
1265310.CCBD010000015_gene3680,CCBD010000015_gene3680,annotation&nbsp;not&nbsp;available,70.0
1265310.CCBD010000015_gene3576,CCBD010000015_gene3576,annotation&nbsp;not&nbsp;available,69.9
1265310.CCBD010000050_gene2056,CCBD010000050_gene2056,annotation&nbsp;not&nbsp;available,69.9
1265310.CCBD010000013_gene3317,CCBD010000013_gene3317,annotation&nbsp;not&nbsp;available,69.9
1265310.CCBD010000057_gene1262,CCBD010000057_gene1262,annotation&nbsp;not&nbsp;available,69.9
1265310.CCBD010000015_gene3527,CCBD010000015_gene3527,annotation&nbsp;not&nbsp;available,69.8
1265310.CCBD010000047_gene2601,CCBD010000047_gene2601,annotation&nbsp;not&nbsp;available,69.8
1265310.CCBD010000070_gene267,CCBD010000070_gene267,annotation&nbsp;not&nbsp;available,69.8
1265310.CCBD010000005_gene2685,CCBD010000005_gene2685,annotation&nbsp;not&nbsp;available,69.8
1265310.CCBD010000088_gene4473,CCBD010000088_gene4473,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000068_gene567,CCBD010000068_gene567,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000046_gene2443,CCBD010000046_gene2443,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000047_gene2636,CCBD010000047_gene2636,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000095_gene4333,CCBD010000095_gene4333,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000043_gene2224,CCBD010000043_gene2224,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000018_gene4132,mnmA,tRNA-specific&nbsp;2-thiouridylase&nbsp;MnmA,69.7
1265310.CCBD010000007_gene3235,CCBD010000007_gene3235,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000038_gene2344,CCBD010000038_gene2344,annotation&nbsp;not&nbsp;available,69.7
1265310.CCBD010000069_gene489,CCBD010000069_gene489,annotation&nbsp;not&nbsp;available,69.6
1265310.CCBD010000086_gene4669,CCBD010000086_gene4669,annotation&nbsp;not&nbsp;available,69.6
1265310.CCBD010000046_gene2450,CCBD010000046_gene2450,annotation&nbsp;not&nbsp;available,69.6
1265310.CCBD010000015_gene3659,CCBD010000015_gene3659,annotation&nbsp;not&nbsp;available,69.6
1265310.CCBD010000079_gene5217,CCBD010000079_gene5217,annotation&nbsp;not&nbsp;available,69.6
1265310.CCBD010000033_gene1804,CCBD010000033_gene1804,Histidinol&nbsp;dehydrogenase,69.5
1265310.CCBD010000064_gene1060,CCBD010000064_gene1060,annotation&nbsp;not&nbsp;available,69.5
1265310.CCBD010000015_gene3550,CCBD010000015_gene3550,annotation&nbsp;not&nbsp;available,69.5
1265310.CCBD010000008_gene2795,CCBD010000008_gene2795,annotation&nbsp;not&nbsp;available,69.5
1265310.CCBD010000015_gene3630,CCBD010000015_gene3630,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000047_gene2549,CCBD010000047_gene2549,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000043_gene2201,CCBD010000043_gene2201,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000012_gene3296,CCBD010000012_gene3296,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000015_gene3669,CCBD010000015_gene3669,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000050_gene2015,CCBD010000050_gene2015,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000075_gene5592,CCBD010000075_gene5592,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000070_gene127,CCBD010000070_gene127,annotation&nbsp;not&nbsp;available,69.4
1265310.CCBD010000044_gene716,CCBD010000044_gene716,annotation&nbsp;not&nbsp;available,69.3
1265310.CCBD010000015_gene3528,CCBD010000015_gene3528,annotation&nbsp;not&nbsp;available,69.3
1265310.CCBD010000086_gene4692,CCBD010000086_gene4692,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000007_gene3275,nusG,Transcription&nbsp;termination/antitermination&nbsp;protein&nbsp;NusG,69.2
1265310.CCBD010000086_gene4725,CCBD010000086_gene4725,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000063_gene1186,CCBD010000063_gene1186,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000009_gene2883,CCBD010000009_gene2883,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000070_gene247,CCBD010000070_gene247,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000016_gene3944,CCBD010000016_gene3944,annotation&nbsp;not&nbsp;available,69.2
1265310.CCBD010000086_gene4604,CCBD010000086_gene4604,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000010_gene3376,metXA,Homoserine&nbsp;O-acetyltransferase,69.1
1265310.CCBD010000070_gene165,CCBD010000070_gene165,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000019_gene3986,leuC,3-isopropylmalate&nbsp;dehydratase&nbsp;large&nbsp;subunit,69.1
1265310.CCBD010000086_gene4618,CCBD010000086_gene4618,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000008_gene2757,rpsQ,30S&nbsp;ribosomal&nbsp;protein&nbsp;S17,69.1
1265310.CCBD010000087_gene4564,CCBD010000087_gene4564,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000054_gene1475,CCBD010000054_gene1475,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000014_gene3881,nuoI,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;I,69.1
1265310.CCBD010000080_gene5030,CCBD010000080_gene5030,annotation&nbsp;not&nbsp;available,69.1
1265310.CCBD010000021_gene4236,sigA,RNA&nbsp;polymerase&nbsp;sigma&nbsp;factor&nbsp;SigA,69.0
1265310.CCBD010000079_gene5243,CCBD010000079_gene5243,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000065_gene906,CCBD010000065_gene906,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000073_gene290,CCBD010000073_gene290,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000022_gene4319,hemE,Uroporphyrinogen&nbsp;decarboxylase,69.0
1265310.CCBD010000081_gene5099,glmU,Bifunctional&nbsp;protein&nbsp;GlmU,69.0
1265310.CCBD010000046_gene2420,CCBD010000046_gene2420,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000030_gene1580,CCBD010000030_gene1580,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000079_gene5226,CCBD010000079_gene5226,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000075_gene5576,CCBD010000075_gene5576,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000007_gene3190,menG,Demethylmenaquinone&nbsp;methyltransferase,69.0
1265310.CCBD010000062_gene1225,CCBD010000062_gene1225,annotation&nbsp;not&nbsp;available,69.0
1265310.CCBD010000045_gene881,rplU,50S&nbsp;ribosomal&nbsp;protein&nbsp;L21,68.9
1265310.CCBD010000077_gene5379,CCBD010000077_gene5379,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000081_gene5045,CCBD010000081_gene5045,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000064_gene1046,CCBD010000064_gene1046,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000075_gene5580,CCBD010000075_gene5580,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000056_gene1275,CCBD010000056_gene1275,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000008_gene2837,glmM,Phosphoglucosamine&nbsp;mutase,68.9
1265310.CCBD010000064_gene997,CCBD010000064_gene997,Protein&nbsp;translocase&nbsp;subunit&nbsp;SecA,68.9
1265310.CCBD010000044_gene681,CCBD010000044_gene681,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000045_gene845,CCBD010000045_gene845,annotation&nbsp;not&nbsp;available,68.9
1265310.CCBD010000058_gene1371,CCBD010000058_gene1371,annotation&nbsp;not&nbsp;available,68.8
1265310.CCBD010000007_gene3272,CCBD010000007_gene3272,annotation&nbsp;not&nbsp;available,68.8
1265310.CCBD010000065_gene961,CCBD010000065_gene961,annotation&nbsp;not&nbsp;available,68.8
1265310.CCBD010000003_gene4836,CCBD010000003_gene4836,annotation&nbsp;not&nbsp;available,68.8
1265310.CCBD010000019_gene4008,CCBD010000019_gene4008,annotation&nbsp;not&nbsp;available,68.8
1265310.CCBD010000007_gene3262,recC,RecBCD&nbsp;enzyme&nbsp;subunit&nbsp;RecC,68.8
1265310.CCBD010000070_gene234,CCBD010000070_gene234,annotation&nbsp;not&nbsp;available,68.7
1265310.CCBD010000063_gene1172,CCBD010000063_gene1172,annotation&nbsp;not&nbsp;available,68.7
1265310.CCBD010000082_gene4958,CCBD010000082_gene4958,annotation&nbsp;not&nbsp;available,68.7
1265310.CCBD010000007_gene3123,CCBD010000007_gene3123,annotation&nbsp;not&nbsp;available,68.7
1265310.CCBD010000096_gene4369,aspA,Fumarate&nbsp;hydratase&nbsp;class&nbsp;II,68.7
1265310.CCBD010000064_gene1086,CCBD010000064_gene1086,annotation&nbsp;not&nbsp;available,68.7
1265310.CCBD010000045_gene859,CCBD010000045_gene859,annotation&nbsp;not&nbsp;available,68.6
1265310.CCBD010000077_gene5342,CCBD010000077_gene5342,annotation&nbsp;not&nbsp;available,68.6
1265310.CCBD010000068_gene508,CCBD010000068_gene508,annotation&nbsp;not&nbsp;available,68.6
1265310.CCBD010000093_gene4740,CCBD010000093_gene4740,annotation&nbsp;not&nbsp;available,68.6
1265310.CCBD010000068_gene562,CCBD010000068_gene562,annotation&nbsp;not&nbsp;available,68.6
1265310.CCBD010000015_gene3473,CCBD010000015_gene3473,annotation&nbsp;not&nbsp;available,68.6
